FLYBASE,SYMBOL,GENENAME,chromosome_name,start_position,end_position,ensembl_transcript_id,flybase_transcript_id,transcript_start,transcript_end,transcription_start_site,transcript_length,transcript_count
FBgn0023214,edl,ETS-domain lacking,2R,18667527,18673536,FBtr0086652,FBtr0086652,18667527,18673536,18673536,1454,3
FBgn0023215,Mnt,Mnt,X,3671801,3701672,FBtr0070579,FBtr0070579,3689363,3700780,3689363,2440,40
FBgn0023216,Parg,Poly(ADP-ribose) glycohydrolase,X,3668837,3671502,FBtr0307280,FBtr0307280,3668837,3671502,3671502,2599,8
FBgn0023388,Dap160,Dynamin associated protein 160,2L,21134439,21142347,FBtr0333087,FBtr0333087,21135276,21142347,21142347,5171,18
FBgn0023395,Chd3,Chd3,3L,19447173,19450238,FBtr0074998,FBtr0074998,19447173,19450238,19447173,3066,3
FBgn0023407,B4,B4,2L,13500624,13549328,FBtr0080513,FBtr0080513,13502656,13549328,13549328,5920,9
FBgn0023415,Acp32CD,Accessory gland protein 32CD,2L,11015620,11016571,FBtr0344020,FBtr0344020,11015620,11016571,11015620,882,6
FBgn0023416,Ac3,Adenylate cyclase 3,2L,21632587,21647964,FBtr0100324,FBtr0100324,21632587,21639620,21632587,2126,6
FBgn0023441,fus,fusilli,2R,15657318,15676669,FBtr0302330,FBtr0302330,15657318,15675953,15675953,3834,24
FBgn0023458,Rbcn-3A,Rabconnectin-3A,X,6240745,6255487,FBtr0303341,FBtr0303341,6240745,6255487,6255487,11139,4
FBgn0023477,Taldo,Transaldolase,2R,23940410,23942114,FBtr0072141,FBtr0072141,23940410,23942114,23940410,1116,2
FBgn0023479,teq,Tequila,3L,9074643,9092131,FBtr0076527,FBtr0076527,9074643,9077456,9074643,2263,12
FBgn0023489,Pph13,PvuII-PstI homology 13,2L,577486,579549,FBtr0078070,FBtr0078070,577486,579549,577486,1880,2
FBgn0023495,Lip3,Lip3,3R,13370240,13371904,FBtr0082771,FBtr0082771,13370240,13371904,13371904,1434,3
FBgn0023496,Lip1,Lipase 1,2L,10699408,10701544,FBtr0080124,FBtr0080124,10699408,10701544,10701544,1681,6
FBgn0023506,Es2,Es2,X,8461479,8463349,FBtr0071198,FBtr0071198,8461479,8463349,8461479,1729,4
FBgn0023507,D2hgdh,D-2-hydroxyglutaric acid dehydrogenase,X,2141489,2144937,FBtr0070383,FBtr0070383,2142687,2144937,2142687,1987,9
FBgn0023508,Ocrl,Oculocerebrorenal syndrome of Lowe,X,1922981,1927524,FBtr0332586,FBtr0332586,1922981,1927524,1922981,3619,6
FBgn0023509,mip130,Myb-interacting protein 130,X,1908239,1920318,FBtr0070315,FBtr0070315,1908239,1920318,1908239,3459,3
FBgn0023510,Rbcn-3B,Rabconnectin-3B,X,1908920,1916825,FBtr0344155,FBtr0344155,1908920,1916825,1908920,6716,6
FBgn0023511,Edem1,"ER degradation enhancer, mannosidase alpha-like 1",X,1903704,1908827,FBtr0070353,FBtr0070353,1904322,1908270,1908270,3221,15
FBgn0023512,eIF2Bepsilon,eukaryotic translation initiation factor 2B subunit epsilon,X,1920166,1922874,FBtr0070350,FBtr0070350,1920316,1922874,1922874,2297,6
FBgn0023513,CG14803,uncharacterized protein,X,1868870,1872408,FBtr0339600,FBtr0339600,1868870,1872408,1868870,3404,6
FBgn0023514,CG14805,uncharacterized protein,X,1877317,1879077,FBtr0070312,FBtr0070312,1877317,1879077,1877317,1704,3
FBgn0023515,CG14814,uncharacterized protein,X,1862009,1865835,FBtr0339494,FBtr0339494,1862009,1865835,1865835,3511,9
FBgn0023516,Pex5,Peroxin 5,X,1866832,1869061,FBtr0070368,FBtr0070368,1866832,1868803,1868803,1972,6
FBgn0023517,Pgam5,Phosphoglycerate mutase 5,X,1872400,1873565,FBtr0070366,FBtr0070366,1872400,1873565,1873565,1100,6
FBgn0023518,trr,trithorax-related,X,1881313,1889950,FBtr0070363,FBtr0070363,1881313,1889950,1889950,8314,6
FBgn0023519,mRpL16,mitochondrial ribosomal protein L16,X,1890256,1891482,FBtr0332579,FBtr0332579,1890256,1891482,1890256,1076,6
FBgn0023520,CG3857,uncharacterized protein,X,1937700,1940040,FBtr0070349,FBtr0070349,1937700,1940040,1940040,2341,3
FBgn0023521,CG3587,uncharacterized protein,X,1940307,1941536,FBtr0070321,FBtr0070321,1940307,1941536,1940307,1105,3
FBgn0023522,CG11596,uncharacterized protein,X,1927683,1930517,FBtr0070320,FBtr0070320,1928172,1930510,1928172,1648,15
FBgn0023523,Or2a,Odorant receptor 2a,X,2246231,2247567,FBtr0070397,FBtr0070397,2246231,2247567,2246231,1267,3
FBgn0023524,CG3078,uncharacterized protein,X,2254403,2259863,FBtr0070415,FBtr0070415,2254403,2259863,2259863,3979,12
FBgn0023525,CG3191,uncharacterized protein,X,2250145,2251993,FBtr0070417,FBtr0070417,2250145,2251993,2251993,1247,6
FBgn0023526,CG2865,uncharacterized protein,X,2278031,2293411,FBtr0070408,FBtr0070408,2281526,2293411,2293411,2079,6
FBgn0023527,CG3071,uncharacterized protein,X,2262837,2264825,FBtr0070398,FBtr0070398,2262837,2264825,2262837,1921,3
FBgn0023528,CG2924,uncharacterized protein,X,2264657,2270761,FBtr0070412,FBtr0070412,2264991,2270761,2270761,2656,12
FBgn0023529,CG2918,uncharacterized protein,X,2271008,2275068,FBtr0300792,FBtr0300792,2271008,2274778,2274778,3387,6
FBgn0023530,CG3740,uncharacterized protein,X,1668406,1669297,FBtr0070283,FBtr0070283,1668406,1669297,1669297,829,3
FBgn0023531,CG32809,uncharacterized protein,X,1673110,1692768,FBtr0333120,FBtr0333120,1673110,1692768,1692768,6728,33
FBgn0023534,CG17778,uncharacterized protein,X,494614,496369,FBtr0070080,FBtr0070080,494900,496369,494900,1119,6
FBgn0023535,arg,arginase,X,509435,528028,FBtr0070088,FBtr0070088,509435,528028,509435,1243,3
FBgn0023536,CG3156,uncharacterized protein,X,487878,490725,FBtr0070079,FBtr0070079,487878,490725,487878,2345,3
FBgn0023537,CG17896,uncharacterized protein,X,490787,493495,FBtr0070092,FBtr0070092,490787,493495,493495,1950,6
FBgn0023540,CG3630,uncharacterized protein,X,2162196,2172281,FBtr0310500,FBtr0310500,2166809,2172281,2166809,1786,12
FBgn0023541,Cyp4d14,Cyp4d14,X,2173415,2175315,FBtr0070426,FBtr0070426,2173415,2175315,2175315,1685,6
FBgn0023542,Nmd3,Nonsense-mediated mRNA 3,X,2182818,2184668,FBtr0070425,FBtr0070425,2182818,2184668,2184668,1791,3
FBgn0023545,PIG-K,Phosphatidylinositol glycan anchor biosynthesis class K,X,2007911,2009364,FBtr0070347,FBtr0070347,2007911,2009364,2009364,1203,3
FBgn0023549,Mct1,Monocarboxylate transporter 1,X,2189188,2205373,FBtr0070393,FBtr0070393,2194581,2205373,2194581,2955,6
FBgn0023550,FarO,Fatty acyl-CoA reductase in oenocytes,X,2201820,2203866,FBtr0070423,FBtr0070423,2201820,2203866,2203866,1681,3
FBgn0024150,Ac78C,Adenylyl cyclase 78C,3L,21136447,21171930,FBtr0330066,FBtr0330066,21136447,21150643,21150643,6206,15
FBgn0024177,zpg,zero population growth,3L,6604366,6606032,FBtr0076983,FBtr0076983,6604450,6606032,6606032,1455,6
FBgn0024179,wit,wishful thinking,3L,4064152,4071717,FBtr0073279,FBtr0073279,4064152,4071717,4071717,4217,6
FBgn0024182,waw,waclaw,X,21363028,21373145,FBtr0100536,FBtr0100536,21363028,21373145,21363028,5450,4
FBgn0024183,vig,vasa intronic gene,2L,15062931,15070316,FBtr0080721,FBtr0080721,15062931,15068078,15068078,3164,12
FBgn0024184,unc-4,unc-4,X,17768569,17778708,FBtr0340627,FBtr0340627,17768569,17778708,17768569,2995,12
FBgn0024187,syd,sunday driver,3L,7916650,7936120,FBtr0332792,FBtr0332792,7926025,7936120,7936120,5166,33
FBgn0024188,san,separation anxiety,2R,11360706,11361871,FBtr0088126,FBtr0088126,11360706,11361871,11360706,808,3
FBgn0024189,sns,sticks and stones,2R,8798489,8856091,FBtr0111043,FBtr0111043,8798489,8856091,8798489,8694,9
FBgn0024191,sip1,septin interacting protein 1,2L,5721051,5723944,FBtr0345545,FBtr0345545,5721051,5723944,5721051,2780,6
FBgn0024194,rasp,rasp,3L,3162180,3163852,FBtr0073029,FBtr0073029,3162180,3163852,3162180,1673,3
FBgn0024196,robl,roadblock,2R,17456472,17457129,FBtr0086920,FBtr0086920,17456472,17457129,17456472,527,3
FBgn0024222,IKKbeta,I-kappaB kinase beta,3R,16046347,16049421,FBtr0304804,FBtr0304804,16046347,16049421,16049421,2488,3
FBgn0024227,aurB,aurora B,2L,10856797,10858094,FBtr0080180,FBtr0080180,10856797,10858094,10858094,1183,3
FBgn0024230,Hs2st,Heparan sulfate 2-O-sulfotransferase,2L,19442833,19444750,FBtr0081288,FBtr0081288,19442833,19444750,19444750,1652,3
FBgn0024232,gprs,gprs,2R,16641243,16651125,FBtr0331922,FBtr0331922,16641243,16651125,16641243,3109,18
FBgn0024234,gbb,glass bottom boat,2R,23851562,23853247,FBtr0343274,FBtr0343274,23851562,23853247,23851562,1605,4
FBgn0024236,foi,fear-of-intimacy,3L,8525244,8534503,FBtr0345601,FBtr0345601,8525244,8534503,8525244,4141,12
FBgn0024238,Fim,Fimbrin,X,17285704,17301929,FBtr0074441,FBtr0074441,17285704,17301929,17301929,3387,12
FBgn0024244,drm,drumstick,2L,3539247,3548423,FBtr0077531,FBtr0077531,3539733,3548081,3539733,2330,9
FBgn0024245,dnt,doughnut on 2,2L,19338669,19363227,FBtr0336820,FBtr0336820,19338669,19363227,19363227,2639,6
FBgn0024248,chico,chico,2L,10242512,10247078,FBtr0080088,FBtr0080088,10242512,10247078,10247078,3229,9
FBgn0024249,cato,cousin of atonal,2R,16277685,16278396,FBtr0087183,FBtr0087183,16277685,16278396,16278396,712,3
FBgn0024250,brk,brinker,X,7307939,7311132,FBtr0071048,FBtr0071048,7307939,7311132,7307939,3194,4
FBgn0024251,bbx,bobby sox,X,21363028,21373145,FBtr0100599,FBtr0100599,21368039,21373145,21368039,3363,16
FBgn0024273,WASp,WASp,3R,28824506,28832024,FBtr0085352,FBtr0085352,28824506,28832024,28832024,2794,12
FBgn0024277,trio,trio,3L,995982,1034875,FBtr0072646,FBtr0072646,995982,1022889,1022889,4904,12
FBgn0024285,Srp54,Splicing regulatory protein 54,2L,9912911,9915044,FBtr0079875,FBtr0079875,9912911,9915044,9912911,2134,3
FBgn0024288,Sox100B,Sox100B,3R,31065253,31083407,FBtr0085735,FBtr0085735,31065253,31083407,31065253,2049,2
FBgn0024289,Sodh-1,Sorbitol dehydrogenase 1,3R,7052335,7054541,FBtr0339932,FBtr0339932,7052527,7054541,7052527,1195,6
FBgn0024291,Sirt1,Sirtuin 1,2L,13165564,13169551,FBtr0080434,FBtr0080434,13165564,13169551,13165564,3809,3
FBgn0024293,Spn43Ab,Serpin 43Ab,2R,7151662,7153642,FBtr0100356,FBtr0100356,7151662,7153642,7153642,1329,3
FBgn0024294,Spn43Aa,Serpin 43Aa,2R,7147692,7149289,FBtr0089041,FBtr0089041,7147692,7149289,7147692,1294,3
FBgn0024314,Plap,Phospholipase A2 activator protein,2L,1167172,1170365,FBtr0344015,FBtr0344015,1167172,1170365,1170365,2746,6
FBgn0024315,Picot,picot,2R,16655323,16667675,FBtr0087115,FBtr0087115,16655323,16659158,16659158,2333,12
FBgn0024319,Nach,nach,2R,16653205,16655046,FBtr0445749,FBtr0445749,16653205,16655046,16655046,1608,9
FBgn0024320,Npc1a,Niemann-Pick type C-1a,2L,10213812,10221216,FBtr0303906,FBtr0303906,10213892,10220952,10220952,4081,21
FBgn0024321,NK7.1,NK7.1,3R,14329413,14372951,FBtr0082941,FBtr0082941,14330140,14372951,14372951,2669,12
FBgn0024326,Mkk4,MAP kinase kinase 4,3R,8646172,8650796,FBtr0334320,FBtr0334320,8646172,8650796,8650796,4110,9
FBgn0024329,Mekk1,Mekk1,3R,18733106,18743594,FBtr0331353,FBtr0331353,18733106,18740096,18740096,5452,6
FBgn0024330,MED6,Mediator complex subunit 6,3R,9766031,9768984,FBtr0082161,FBtr0082161,9766031,9768984,9768984,1758,15
FBgn0024352,Stip1,Stress induced phosphoprotein 1,2L,295122,297449,FBtr0078131,FBtr0078131,295122,297449,295122,2023,2
FBgn0024360,MTPAP,mitochondrial poly(A) polymerase,X,1344872,1349357,FBtr0070237,FBtr0070237,1344872,1346299,1346299,1374,9
FBgn0024361,Tsp2A,Tetraspanin 2A,X,1346553,1348143,FBtr0070211,FBtr0070211,1346553,1348143,1346553,1002,6
FBgn0024362,Naa30A,N(alpha)-acetyltransferase 30 A,X,1342106,1344770,FBtr0310619,FBtr0310619,1342407,1344770,1342407,1989,6
FBgn0024364,CG11417,uncharacterized protein,X,1354014,1356473,FBtr0070212,FBtr0070212,1354014,1356473,1354014,2460,3
FBgn0024365,CG12773,uncharacterized protein,X,1349623,1353981,FBtr0332287,FBtr0332287,1349887,1353981,1353981,3620,9
FBgn0024366,CG11409,uncharacterized protein,X,1329518,1341587,FBtr0070238,FBtr0070238,1329518,1338222,1338222,4457,6
FBgn0024371,E2f2,E2F transcription factor 2,2L,21154293,21156749,FBtr0346451,FBtr0346451,21154293,21156749,21156749,2002,6
FBgn0024432,Dlc90F,Dynein light chain 90F,3R,18299229,18300044,FBtr0083575,FBtr0083575,18299229,18300044,18299229,816,3
FBgn0024491,Bin1,Bicoid interacting protein 1,3R,16186156,16189564,FBtr0347201,FBtr0347201,16186156,16189564,16189564,1240,9
FBgn0024509,Sec13,Secretory 13,3R,23356278,23358531,FBtr0084409,FBtr0084409,23356563,23358350,23356563,1343,6
FBgn0024510,dlt,discs lost,3L,1789631,1795328,FBtr0072790,FBtr0072790,1789631,1795328,1795328,4000,3
FBgn0024542,Neos,Neosin,3L,7241628,7243139,FBtr0076835,FBtr0076835,7241628,7243139,7241628,1449,6
FBgn0024555,flfl,falafel,3R,13683921,13693905,FBtr0114604,FBtr0114604,13683921,13693905,13683921,5618,9
FBgn0024556,mEFTu1,mitochondrial translation elongation factor Tu 1,2R,13507557,13509332,FBtr0301389,FBtr0301389,13507557,13509332,13507557,1776,6
FBgn0024558,Dph5,Diphthamide methyltransferase,3R,22582028,22583225,FBtr0084280,FBtr0084280,22582028,22583225,22583225,1128,3
FBgn0024689,fws,four way stop,2L,17478442,17481029,FBtr0346627,FBtr0346627,17478442,17480999,17480999,2398,15
FBgn0024698,Cpsf160,Cleavage and polyadenylation specificity factor 160,2R,14497347,14503488,FBtr0089257,FBtr0089257,14498696,14503488,14503488,4504,6
FBgn0024728,Slip1,SLo interacting protein 1,4,663621,669884,FBtr0089090,FBtr0089090,663621,669884,663621,2818,6
FBgn0024732,Drep1,DNA fragmentation factor-related protein 1,2R,12044612,12050172,FBtr0330629,FBtr0330629,12044612,12050172,12044612,2153,6
FBgn0024733,RpL10,Ribosomal protein L10,3L,23093190,23095471,FBtr0333910,FBtr0333910,23093190,23095471,23095471,1224,9
FBgn0024734,PRL-1,PRL-1 phosphatase,2L,16245835,16257606,FBtr0080856,FBtr0080856,16245835,16257606,16257606,3136,12
FBgn0024740,Lip2,Lipase 2,2L,10701940,10709453,FBtr0080123,FBtr0080123,10702235,10706190,10706190,1402,6
FBgn0024754,Flo1,Flotillin 1,2R,15566271,15569404,FBtr0087352,FBtr0087352,15566271,15569404,15569404,1830,6
FBgn0024804,Dbp80,Dead box protein 80,3L,27279316,27422159,FBtr0113715,FBtr0113715,27279316,27421171,27279316,1459,5
FBgn0024806,DIP2,DISCO Interacting Protein 2,3L,250229,257954,FBtr0332110,FBtr0332110,250229,257954,257954,5914,10
FBgn0024807,DIP1,DISCO Interacting Protein 1,X,21624796,21630148,FBtr0077372,FBtr0077372,21624796,21630148,21630148,2559,16
FBgn0024811,Crk,Crk oncogene,4,210224,213165,FBtr0345064,FBtr0345064,210224,213165,210224,863,14
FBgn0024814,Clc,Clathrin light chain,3L,20241053,20243735,FBtr0074830,FBtr0074830,20242506,20243735,20242506,1113,12
FBgn0024833,AP-1mu,"Adaptor Protein complex 1, mu subunit",3R,9557712,9559525,FBtr0082114,FBtr0082114,9557712,9559525,9559525,1755,3
FBgn0024836,stan,starry night,2R,10673345,10721138,FBtr0088214,FBtr0088214,10705906,10721138,10705906,12639,21
FBgn0024841,Pcd,pterin-4a-carbinolamine dehydratase,3R,29723163,29724226,FBtr0085458,FBtr0085458,29723163,29724226,29723163,725,3
FBgn0024846,p38b,p38b MAP kinase,2L,13780689,13782611,FBtr0080534,FBtr0080534,13780689,13782611,13780689,1821,3
FBgn0024887,kin17,kin17,3L,20356807,20358331,FBtr0078181,FBtr0078181,20356807,20358331,20356807,1453,3
FBgn0024889,Kap-alpha1,karyopherin alpha1,3L,19807232,19810398,FBtr0074881,FBtr0074881,19807232,19810398,19807232,2322,3
FBgn0024897,b6,b6,X,1686624,1690187,FBtr0070272,FBtr0070272,1686624,1690187,1686624,2139,3
FBgn0024909,Taf7,TBP-associated factor 7,3R,7907333,7909721,FBtr0114520,FBtr0114520,7907638,7909190,7907638,1489,6
FBgn0024912,agt,O-6-alkylguanine-DNA alkyltransferase,3R,6658806,6660100,FBtr0081697,FBtr0081697,6659408,6660100,6660100,693,6
FBgn0024913,Actbeta,Activin-beta,4,1077331,1084796,FBtr0089209,FBtr0089209,1077331,1084796,1084796,3671,1
FBgn0024920,Ts,Thymidylate synthase,2L,2968293,2969638,FBtr0077679,FBtr0077679,2968293,2969638,2969638,1346,6
FBgn0024921,Tnpo,Transportin,3L,6193480,6200385,FBtr0077002,FBtr0077002,6193746,6199596,6193746,4666,12
FBgn0024941,RSG7,Regulator of G-protein signaling 7,X,16838173,16844433,FBtr0074350,FBtr0074350,16840892,16844433,16844433,2777,8
FBgn0024943,PIP82,PIP82,X,8525387,8529698,FBtr0071235,FBtr0071235,8525387,8529698,8529698,4089,4
FBgn0024944,Oamb,Octopamine receptor in mushroom bodies,3R,20689018,20714577,FBtr0330712,FBtr0330712,20692414,20714577,20714577,3443,18
FBgn0024945,NitFhit,Nitrilase and fragile histidine triad fusion protein,3L,203730,205309,FBtr0072483,FBtr0072483,203730,205309,203730,1527,2
FBgn0024947,NTPase,NTPase,2L,2880704,2885850,FBtr0332459,FBtr0332459,2880704,2885214,2885214,2111,15
FBgn0024956,Mat1,Menage a trois 1,2R,10738617,10739829,FBtr0088255,FBtr0088255,10738617,10739829,10739829,1213,3
FBgn0024957,Irp-1B,Iron regulatory protein 1B,3R,10408618,10412869,FBtr0082259,FBtr0082259,10408618,10412869,10412869,2901,3
FBgn0024958,Irp-1A,Iron regulatory protein 1A,3R,22721320,22724587,FBtr0084327,FBtr0084327,22721320,22724587,22724587,2882,3
FBgn0024963,GluClalpha,GluClalpha,3R,19730715,19775231,FBtr0343789,FBtr0343789,19730715,19771279,19730715,5655,33
FBgn0024973,CG2701,uncharacterized protein,X,2717638,2720327,FBtr0070498,FBtr0070498,2717638,2720327,2720327,2425,4
FBgn0024975,CG2712,uncharacterized protein,X,2732469,2734402,FBtr0070488,FBtr0070488,2732469,2734402,2732469,1804,4
FBgn0024980,Syx4,Syntaxin 4,X,2739089,2744076,FBtr0070494,FBtr0070494,2739089,2744076,2744076,1667,8
FBgn0024983,CG4293,uncharacterized protein,X,527941,530291,FBtr0070090,FBtr0070090,527941,529849,529849,1790,15
FBgn0024984,CG3457,uncharacterized protein,X,2187820,2188919,FBtr0070392,FBtr0070392,2187820,2188710,2187820,891,6
FBgn0024985,Rilpl,Rab interacting lysosomal protein like,X,1393054,1397337,FBtr0070225,FBtr0070225,1393054,1397337,1393054,3784,9
FBgn0024986,CG3719,uncharacterized protein,X,1378885,1380480,FBtr0070233,FBtr0070233,1378885,1380480,1380480,831,3
FBgn0024987,ssx,sister-of-Sex-lethal,X,1370580,1375257,FBtr0339773,FBtr0339773,1370580,1374677,1370580,2945,12
FBgn0024989,CG3777,uncharacterized protein,X,279703,350504,FBtr0070067,FBtr0070067,343041,350202,343041,3376,15
FBgn0024991,CG2694,uncharacterized protein,X,2714079,2717654,FBtr0070482,FBtr0070482,2714079,2717654,2714079,3152,12
FBgn0024992,Spg7,Paraplegin,X,2694392,2698211,FBtr0345716,FBtr0345716,2694392,2698211,2698211,3360,8
FBgn0024993,CG2662,uncharacterized protein,X,2698701,2701033,FBtr0345709,FBtr0345709,2698701,2701033,2698701,1765,8
FBgn0024994,Ugalt,UDP-galactose transporter,X,2701124,2703852,FBtr0273276,FBtr0273276,2701124,2703745,2703745,2110,12
FBgn0024995,CG2680,uncharacterized protein,X,2706151,2707427,FBtr0273279,FBtr0273279,2706151,2707427,2707427,1181,4
FBgn0024996,eIF2Bbeta,eukaryotic translation initiation factor 2B subunit beta,X,2704571,2706217,FBtr0070479,FBtr0070479,2704571,2706217,2704571,1357,4
FBgn0024997,CG2681,uncharacterized protein,X,2708684,2711668,FBtr0070480,FBtr0070480,2708684,2711668,2708684,2283,4
FBgn0024998,CG2685,uncharacterized protein,X,2711756,2713960,FBtr0070499,FBtr0070499,2711756,2713960,2713960,1952,4
FBgn0025109,Bem46,Bem46,2L,2988116,2990075,FBtr0077643,FBtr0077643,2988116,2990075,2988116,1710,3
FBgn0025111,Ant2,Adenine nucleotide translocase 2,X,10778954,10786907,FBtr0333963,FBtr0333963,10778954,10780661,10780661,1266,12
FBgn0025115,Acyp,Acylphosphatase,2L,13912083,13912652,FBtr0080555,FBtr0080555,13912083,13912596,13912083,514,6
FBgn0025118,tRNA:Pro-CGG-3-1,transfer RNA:Proline-CGG 3-1,X,3827622,3827693,FBtr0070604,FBtr0070604,3827622,3827693,3827622,72,4
FBgn0025185,az2,az2,2R,7510622,7512749,FBtr0088980,FBtr0088980,7510622,7512749,7512749,2006,3
FBgn0025186,ari-2,ariadne 2,2R,22212835,22217264,FBtr0071774,FBtr0071774,22212835,22217264,22212835,3008,3
FBgn0025334,PHDP,Putative homeodomain protein,2R,23883136,23884440,FBtr0072224,FBtr0072224,23883136,23884440,23884440,942,2
FBgn0025335,Cpes,Ceramide phosphoethanolamine synthase,2R,23862962,23865398,FBtr0343275,FBtr0343275,23862962,23864896,23864896,1584,8
FBgn0025336,CG4882,uncharacterized protein,2R,23880817,23882927,FBtr0343290,FBtr0343290,23880817,23882927,23882927,1626,4
FBgn0025352,Mtpbeta,Mitochondrial trifunctional protein beta subunit,2R,23866648,23868603,FBtr0072226,FBtr0072226,23866648,23868603,23868603,1593,2
FBgn0025355,SuUR,Suppressor of Under-Replication,3L,11064991,11069025,FBtr0076203,FBtr0076203,11064991,11069025,11064991,3776,3
FBgn0025360,Optix,optix,2R,8031283,8042529,FBtr0329885,FBtr0329885,8031283,8042529,8031283,2668,9
FBgn0025366,Ip259,Intronic Protein 259,2L,10408352,10409610,FBtr0331641,FBtr0331641,10408352,10409604,10408352,1136,6
FBgn0025373,Fpps,Farnesyl pyrophosphate synthase,2R,11305511,11307528,FBtr0088170,FBtr0088170,11305511,11307528,11307528,1465,3
FBgn0025378,CG3795,uncharacterized protein,X,1708806,1710182,FBtr0344154,FBtr0344154,1708806,1710182,1710182,1247,6
FBgn0025381,rush,rush hour,X,1478552,1481420,FBtr0339589,FBtr0339589,1478601,1481420,1478601,2672,6
FBgn0025382,Rab27,Rab27,X,1473884,1476974,FBtr0070293,FBtr0070293,1473884,1476974,1476974,1466,6
FBgn0025383,CG14780,uncharacterized protein,X,1472522,1473727,FBtr0070257,FBtr0070257,1472522,1473727,1472522,1082,3
FBgn0025387,CG12184,uncharacterized protein,X,4627380,4630936,FBtr0343532,FBtr0343532,4627380,4630520,4630520,2876,12
FBgn0025388,CG12179,uncharacterized protein,X,4631052,4636004,FBtr0300755,FBtr0300755,4631052,4636004,4636004,4689,8
FBgn0025390,Mur2B,Mucin related 2B,X,1523554,1668788,FBtr0343517,FBtr0343517,1552279,1668788,1668788,6772,9
FBgn0025391,Scgdelta,Sarcoglycan delta,X,1735945,1754065,FBtr0302174,FBtr0302174,1735945,1754065,1754065,2966,12
FBgn0025393,CG14795,uncharacterized protein,X,1512227,1512803,FBtr0070285,FBtr0070285,1512227,1512803,1512803,457,3
FBgn0025394,inc,insomniac,X,1483479,1517615,FBtr0339590,FBtr0339590,1513070,1517137,1513070,2776,9
FBgn0025454,Cyp6g1,Cyp6g1,2R,12185667,12188431,FBtr0087992,FBtr0087992,12185667,12188431,12185667,2061,6
FBgn0025455,CycT,Cyclin T,3L,17551004,17557788,FBtr0075205,FBtr0075205,17552509,17557788,17557788,4305,12
FBgn0025456,CREG,Cellular Repressor of E1A-stimulated Genes,3R,17393272,17394640,FBtr0305991,FBtr0305991,17393272,17394640,17394640,962,12
FBgn0025457,Bub3,Bub3,3R,29674007,29675421,FBtr0085465,FBtr0085465,29674133,29675421,29675421,1236,6
FBgn0025463,Bap60,Brahma associated protein 60kD,X,13157445,13159508,FBtr0073741,FBtr0073741,13157445,13159508,13159508,1936,4
FBgn0025469,slv,saliva,2R,8080559,8083357,FBtr0339280,FBtr0339280,8080559,8083357,8083357,1247,9
FBgn0025519,fidipidine,fidipidine,2R,16262284,16264619,FBtr0087185,FBtr0087185,16262284,16264619,16264619,1977,3
FBgn0025525,bab2,bric a brac 2,3L,1140429,1177276,FBtr0333271,FBtr0333271,1140429,1177276,1177276,5146,4
FBgn0025549,unc-119,unc-119,X,7288367,7291298,FBtr0346619,FBtr0346619,7288367,7291298,7291298,2340,8
FBgn0025558,CG4101,uncharacterized protein,3L,16612486,16612950,FBtr0075314,FBtr0075314,16612486,16612950,16612486,465,3
FBgn0025571,SF1,Splicing factor 1,3R,17540421,17545148,FBtr0331706,FBtr0331706,17540421,17542818,17540421,1533,9
FBgn0025573,PpN58A,Protein phosphatase N at 58A,2R,21881352,21882533,FBtr0071734,FBtr0071734,21881352,21882533,21882533,1182,3
FBgn0025574,Pli,Pellino,3R,23860162,23890052,FBtr0112907,FBtr0112907,23860162,23890052,23890052,2903,6
FBgn0025578,Lcp9,Larval cuticle protein 9,2R,24779979,24780428,FBtr0072430,FBtr0072430,24779979,24780428,24780428,394,2
FBgn0025582,eIF3e,eukaryotic translation initiation factor 3 subunit e,3L,16785242,16786941,FBtr0075345,FBtr0075345,16785242,16786941,16786941,1520,3
FBgn0025583,BomS2,Bomanin Short 2,2R,18386602,18387030,FBtr0086664,FBtr0086664,18386602,18387030,18386602,367,3
FBgn0025592,Gk1,Glycerol kinase 1,3L,202098,205844,FBtr0072530,FBtr0072530,202098,205809,205809,1713,4
FBgn0025595,AkhR,Adipokinetic hormone receptor,2L,6711286,6716186,FBtr0079310,FBtr0079310,6711286,6716186,6716186,2022,12
FBgn0025608,Faf2,Fas-associated factor 2,2L,18706010,18708688,FBtr0081126,FBtr0081126,18706400,18708688,18708688,1978,6
FBgn0025612,CG3062,uncharacterized protein,X,4641269,4644868,FBtr0070692,FBtr0070692,4641269,4644868,4644868,942,4
FBgn0025613,CG3081,uncharacterized protein,X,4639259,4643987,FBtr0343629,FBtr0343629,4639259,4643987,4643987,2526,8
FBgn0025615,Torsin,torsin,X,4648592,4650032,FBtr0345715,FBtr0345715,4648592,4650032,4650032,1383,8
FBgn0025616,CG13359,uncharacterized protein,X,801669,803470,FBtr0070145,FBtr0070145,801669,803470,803470,1802,3
FBgn0025620,CG13360,uncharacterized protein,X,787855,790089,FBtr0070147,FBtr0070147,787855,790089,790089,1603,3
FBgn0025621,CG16989,uncharacterized protein,X,793147,797061,FBtr0479790,FBtr0479790,793147,797061,793147,3915,6
FBgn0025624,CG4025,uncharacterized protein,X,2076966,2078455,FBtr0070375,FBtr0070375,2076966,2078455,2076966,1240,3
FBgn0025625,Sik2,Salt-inducible kinase 2,X,2055310,2061915,FBtr0070340,FBtr0070340,2055310,2061915,2061915,5230,3
